Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
2344,Corporate,Commercial Court,Michael Gonzalez,Jennifer Moreno,2020-04-06,2021-02-23,32,8,323,Judgment for Plaintiff,Clark & Harris,Low,Closed
2345,Family,Family Court,Jesus Rodriguez,William Ramirez,2024-03-04,2024-05-09,8,11,66,Judgment for Plaintiff,Young & Associates,High,Open
2346,Corporate,High Court,Donna Mason,Robyn Phillips,2021-10-22,2023-10-10,8,14,718,Dismissal,Smith & Co,Low,Pending
2347,Corporate,Family Court,Danny Rogers,Karen Myers,2021-03-07,2022-12-07,9,33,640,Settlement,Black Legal Solutions,High,Open
2348,Corporate,Small Claims Court,Jennifer Gregory,Jennifer Allen,2024-01-07,2024-04-27,36,26,111,Conviction,Davis Law Firm,Low,Closed
2349,Property,Commercial Court,Katie White,Kevin Keller,2020-12-18,2022-02-25,8,15,434,Dismissal,Davis Law Firm,Medium,Open
2350,Family,District Court,Amanda Thomas,Samantha Collins,2022-06-08,2023-12-09,17,28,549,Pending,Black Legal Solutions,Medium,Open
2351,Property,Family Court,Kyle Bowers,Amanda Nixon,2021-11-17,2024-11-01,34,25,1080,Dismissal,Black Legal Solutions,Low,Pending
2352,Civil,Small Claims Court,Joseph White,Matthew Young,2023-03-21,2023-08-17,40,30,149,Acquittal,Carter Law,Low,Open
2353,Property,Family Court,James Ball,Christopher Pierce,2023-09-18,2024-09-04,35,9,352,Dismissal,Lee & Partners,High,Pending
2354,Criminal,District Court,Rebecca Thompson,Rachel Mccoy,2024-05-24,2024-08-13,7,34,81,Settlement,Young & Associates,Low,Pending
2355,Family,District Court,Vincent Miller,Joshua James,2022-11-19,2023-01-17,23,21,59,Acquittal,Smith & Co,High,Closed
2356,Corporate,Small Claims Court,Kimberly Erickson,Lisa Page,2020-06-05,2024-09-28,32,6,1576,Conviction,Lee & Partners,Medium,Closed
2357,Civil,District Court,Derek King,Loretta Brown,2024-09-06,2024-10-08,24,2,32,Settlement,Wilson Legal,Medium,Closed
2358,Corporate,Commercial Court,Kimberly Deleon,Dillon Middleton,2020-05-04,2024-03-19,31,19,1415,Acquittal,Carter Law,High,Pending
2359,Criminal,High Court,Miranda Jackson,Patrick Rowland,2022-03-18,2024-10-21,19,16,948,Judgment for Plaintiff,Black Legal Solutions,Medium,Pending
2360,Criminal,Commercial Court,Kim Sparks,Karen Blair,2020-03-08,2024-06-30,21,19,1575,Pending,Wilson Legal,Low,Closed
2361,Civil,Family Court,Donna Dominguez,Gregory Haney,2023-06-29,2024-12-27,33,33,547,Settlement,Davis Legal Services,Medium,Pending
2362,Family,Small Claims Court,Victoria Odonnell,Steven Fox,2024-09-28,2024-10-15,34,34,17,Conviction,Clark & Harris,Medium,Closed
2363,Property,Small Claims Court,Brian Brown,Angel Freeman,2023-06-08,2024-12-07,23,13,548,Conviction,Lee & Partners,Low,Closed
2364,Civil,High Court,Christina Sims,Robert Young,2021-06-27,2021-12-13,36,30,169,Settlement,Davis Law Firm,High,Open
2365,Family,High Court,Diane Lee,Isaiah Gutierrez,2022-10-22,2022-12-06,39,8,45,Settlement,Black Legal Solutions,High,Open
2366,Property,Commercial Court,Dennis Smith,Katie Williams,2020-06-11,2020-08-20,28,9,70,Judgment for Plaintiff,Lee & Partners,Medium,Pending
2367,Civil,Family Court,Olivia Dean,Roger May,2020-11-05,2021-06-19,11,14,226,Dismissal,Davis Law Firm,Low,Closed
2368,Criminal,Commercial Court,Terri Kennedy,Corey Silva,2022-05-26,2022-11-16,17,16,174,Conviction,Carter Law,Low,Closed
2369,Family,District Court,Ryan Merritt,William Walter,2020-06-12,2021-04-15,38,34,307,Settlement,Smith & Co,Low,Open
2370,Civil,High Court,Anthony Knight,Angela Robertson,2020-10-13,2021-04-22,37,14,191,Conviction,Black Legal Solutions,Low,Open
2371,Family,Small Claims Court,Ethan Harper,Ruth Brown,2021-10-26,2024-10-21,18,5,1091,Settlement,Davis Law Firm,Medium,Closed
2372,Criminal,Small Claims Court,Zachary Santos,Colton Myers,2022-10-13,2024-02-20,39,11,495,Conviction,Smith & Co,High,Pending
2373,Civil,Small Claims Court,Michelle Kirby,Amanda Whitaker,2023-01-26,2024-04-22,31,28,452,Pending,Davis Legal Services,Medium,Pending
2374,Corporate,Small Claims Court,Carla Patterson,Eric Lewis,2022-03-25,2022-11-20,28,24,240,Pending,Davis Legal Services,Medium,Pending
2375,Property,District Court,Shelby Taylor,Jessica Brandt,2023-01-29,2024-08-14,13,28,563,Dismissal,Lee & Partners,Medium,Pending
2376,Property,Commercial Court,Sarah Watts,Tina Neal,2022-11-15,2024-06-06,32,3,569,Judgment for Plaintiff,Young & Associates,Medium,Open
2377,Criminal,High Court,John Stewart,Chris Murphy,2023-08-28,2024-04-03,12,21,219,Dismissal,Smith & Co,Medium,Pending
2378,Family,Family Court,Leah Silva,Renee Cain,2022-04-27,2022-12-22,37,19,239,Acquittal,Carter Law,Medium,Pending
2379,Civil,District Court,Amanda Garcia,Shelby Lopez,2022-12-02,2023-06-18,24,32,198,Judgment for Plaintiff,Carter Law,Low,Open
2380,Civil,Commercial Court,Nicolas Walker,Jeffrey Martin,2024-07-27,2024-08-18,34,32,22,Judgment for Plaintiff,Black Legal Solutions,High,Pending
2381,Corporate,District Court,Kathleen Adams,Joseph Jimenez Jr.,2024-12-05,2024-12-15,7,31,10,Judgment for Plaintiff,Smith & Co,Medium,Open
2382,Family,District Court,Clayton Williams,Jasmine Smith,2024-12-25,2024-12-29,15,22,4,Judgment for Plaintiff,Davis Law Firm,Low,Open
2383,Civil,High Court,Richard Wallace,Crystal Zuniga,2020-11-10,2023-04-05,23,18,876,Pending,Black Legal Solutions,Low,Open
2384,Family,Small Claims Court,Amanda Parrish,Maria Strong,2021-10-17,2022-08-09,13,16,296,Judgment for Plaintiff,Young & Associates,Low,Pending
2385,Corporate,Small Claims Court,Keith Weaver,Michael Garcia,2023-03-21,2024-11-19,29,21,609,Settlement,Smith & Co,Medium,Closed
2386,Civil,Commercial Court,Curtis Morris,Matthew Randall,2020-05-15,2021-12-23,35,9,587,Settlement,Wilson Legal,Low,Open
2387,Criminal,High Court,Gary Adams,Tony Reed,2024-07-19,2024-07-23,39,20,4,Pending,Carter Law,Medium,Closed
2388,Criminal,High Court,Casey Hudson,Eddie Johnson,2021-03-13,2022-08-13,27,33,518,Conviction,Black Legal Solutions,Low,Pending
2389,Criminal,District Court,John Williams,Carolyn Walters,2020-08-23,2021-08-23,38,18,365,Judgment for Plaintiff,Black Legal Solutions,Low,Pending
2390,Family,Commercial Court,Jill Lewis,Phillip Johnson,2022-01-06,2022-12-23,24,14,351,Conviction,Lee & Partners,High,Open
2391,Family,Commercial Court,Mrs. Becky Miranda MD,Ashley Jones,2023-07-22,2023-11-18,31,28,119,Judgment for Plaintiff,Clark & Harris,High,Open
2392,Criminal,District Court,Courtney Ellis,Chad White,2022-01-04,2024-08-09,28,32,948,Settlement,Davis Law Firm,High,Pending
2393,Civil,Commercial Court,Kristen Cooper,Nathan Baxter,2022-12-11,2023-03-27,12,4,106,Pending,Carter Law,High,Pending
2394,Corporate,Small Claims Court,Jonathan Ruiz,Joseph Evans,2023-08-04,2024-10-26,30,15,449,Pending,Wilson Legal,Medium,Pending
2395,Civil,District Court,Megan Gomez,Stacey Berger,2022-02-24,2023-01-07,14,7,317,Acquittal,Lee & Partners,Low,Closed
2396,Property,Commercial Court,Levi Welch,Chelsea Bryan,2023-03-10,2023-12-10,32,31,275,Pending,Davis Law Firm,High,Open
2397,Family,High Court,Karen Sanchez,Emily Garza,2023-02-23,2024-09-07,37,17,562,Conviction,Carter Law,Medium,Closed
2398,Civil,High Court,Joshua Riley,Meagan Garza,2022-02-11,2022-02-11,14,21,0,Conviction,Davis Law Firm,High,Closed
2399,Criminal,High Court,Larry Reed,Brent Ashley,2020-05-16,2024-11-19,18,17,1648,Conviction,Clark & Harris,Medium,Open
2400,Civil,District Court,Michael Wallace,Nicholas Bowen MD,2022-03-08,2022-11-11,26,33,248,Dismissal,Davis Law Firm,Low,Open
2401,Civil,Small Claims Court,Elijah Miller,Jonathan Roberts,2023-11-28,2024-08-06,14,26,252,Acquittal,Smith & Co,High,Pending
2402,Property,Family Court,Erica Mcintyre,Joshua Foster,2020-04-24,2022-03-20,32,22,695,Acquittal,Black Legal Solutions,Medium,Pending
2403,Criminal,Commercial Court,Debra Thomas,Christina Gilmore,2021-10-01,2022-10-19,19,9,383,Pending,Young & Associates,Low,Closed
2404,Corporate,Family Court,Abigail Miller,Ashley Zamora,2023-08-01,2024-06-21,14,5,325,Conviction,Davis Legal Services,High,Closed
2405,Property,Small Claims Court,Jamie Thomas,Trevor Hodges,2022-03-16,2024-09-23,31,19,922,Pending,Lee & Partners,Low,Open
2406,Corporate,Family Court,Patricia Hernandez,Brian Green,2022-06-01,2024-03-20,39,18,658,Pending,Wilson Legal,Medium,Closed
2407,Corporate,District Court,Jessica Jones,April Clark,2021-09-23,2023-04-04,30,10,558,Conviction,Lee & Partners,Medium,Closed
2408,Corporate,District Court,Tina Lawson,Michelle Mann,2021-08-29,2021-11-06,9,27,69,Dismissal,Young & Associates,Low,Closed
2409,Family,Family Court,Karen Hobbs,Amy Holmes,2021-09-04,2022-01-11,8,12,129,Judgment for Plaintiff,Wilson Legal,Medium,Open
2410,Corporate,District Court,Zachary Williams,Jeremy Chang,2023-12-12,2023-12-22,23,19,10,Conviction,Davis Legal Services,Medium,Open
2411,Family,Small Claims Court,Rick Young,Rhonda Bell,2020-10-19,2024-11-10,29,1,1483,Pending,Davis Legal Services,Low,Closed
2412,Property,Commercial Court,Kevin Garcia,Michelle Scott,2023-11-23,2023-12-02,32,1,9,Acquittal,Clark & Harris,Low,Pending
2413,Corporate,Family Court,Kimberly Wilson,Edward Rivera,2023-01-18,2024-09-18,19,2,609,Conviction,Wilson Legal,Medium,Open
2414,Corporate,Commercial Court,Robert Scott,Deborah Little,2020-09-22,2023-06-12,14,23,993,Settlement,Wilson Legal,Low,Pending
2415,Criminal,Small Claims Court,Kimberly Taylor,Justin Mendez,2023-05-31,2024-01-10,13,32,224,Acquittal,Davis Law Firm,Medium,Pending
2416,Corporate,Small Claims Court,Stephen Sharp,Erika Taylor,2020-10-16,2024-04-07,37,2,1269,Pending,Wilson Legal,Low,Closed
2417,Civil,Small Claims Court,Lisa Vang,Christopher Long,2020-05-19,2024-03-06,28,9,1387,Acquittal,Wilson Legal,High,Pending
2418,Corporate,District Court,Luis Gibson,Mary Daugherty,2021-01-28,2021-02-16,33,18,19,Pending,Young & Associates,Low,Pending
2419,Property,Commercial Court,Aaron Burgess,Jennifer Lawson,2024-02-23,2024-03-13,21,10,19,Conviction,Smith & Co,Medium,Open
2420,Criminal,Family Court,Christopher Reyes,Frank Kennedy,2024-06-18,2024-09-19,27,30,93,Dismissal,Black Legal Solutions,Low,Pending
2421,Family,Commercial Court,Todd Wade,Hannah Brown,2022-12-20,2023-04-07,18,34,108,Judgment for Plaintiff,Davis Legal Services,Low,Closed
2422,Civil,Small Claims Court,Kimberly Walker,Joshua Cervantes,2023-06-13,2024-03-12,25,25,273,Dismissal,Davis Law Firm,Low,Open
2423,Property,District Court,Mr. Eric Mendoza,Robert Smith,2020-04-19,2023-06-13,9,16,1150,Settlement,Clark & Harris,High,Closed
2424,Property,District Court,Elizabeth Chandler,Matthew Hamilton,2021-05-31,2024-11-30,38,32,1279,Dismissal,Smith & Co,Medium,Open
2425,Criminal,Family Court,Karen Brown,Charles Gregory,2020-09-01,2022-06-05,11,17,642,Judgment for Plaintiff,Wilson Legal,Low,Open
2426,Property,Commercial Court,Susan Atkins,Diana Morrow,2022-06-29,2023-04-17,25,32,292,Acquittal,Young & Associates,High,Closed
2427,Family,Family Court,Thomas Johnson,Sarah Mckee,2024-10-02,2024-11-14,7,28,43,Settlement,Davis Law Firm,Medium,Closed
2428,Corporate,Commercial Court,Jeremy Smith,Carmen Lopez,2022-03-23,2022-07-08,27,20,107,Acquittal,Lee & Partners,Medium,Open
2429,Civil,Small Claims Court,Timothy Johnson,Pamela Landry,2023-12-16,2024-04-08,27,27,114,Settlement,Black Legal Solutions,Medium,Closed
2430,Property,High Court,Jaime Fowler,Randall Johns,2024-07-29,2024-10-18,14,23,81,Conviction,Carter Law,Medium,Open
2431,Corporate,Commercial Court,Mrs. Marissa Palmer,Shelley Rivera,2024-09-22,2024-12-16,12,28,85,Settlement,Smith & Co,Medium,Pending
2432,Family,Small Claims Court,Thomas Payne,Rhonda Grant,2021-05-15,2023-11-18,10,19,917,Conviction,Black Legal Solutions,High,Closed
2433,Criminal,Family Court,Linda Arnold,Matthew Ramsey,2023-05-07,2023-08-22,12,12,107,Acquittal,Clark & Harris,Low,Open
2434,Family,Family Court,Gary Taylor,Stephen Thomas,2021-10-30,2023-05-04,18,23,551,Conviction,Davis Legal Services,High,Pending
2435,Family,High Court,Joshua Hernandez,Bryan Williams,2021-11-19,2023-07-20,11,24,608,Pending,Carter Law,High,Pending
2436,Civil,District Court,James Taylor,Robert Valencia,2022-10-19,2023-08-30,27,16,315,Settlement,Clark & Harris,Low,Pending
2437,Corporate,Small Claims Court,Philip Jones,Kevin Martin,2023-12-22,2024-01-30,27,8,39,Judgment for Plaintiff,Davis Legal Services,Low,Open
2438,Corporate,Family Court,Julie Cook,Brian Wagner,2021-05-08,2022-04-10,27,27,337,Settlement,Lee & Partners,High,Pending
2439,Criminal,Family Court,Tiffany Best,Nathan Jennings,2022-01-16,2023-09-23,24,4,615,Conviction,Carter Law,Low,Closed
2440,Corporate,District Court,Todd Weeks,Deborah Jefferson,2023-02-11,2023-10-09,8,15,240,Settlement,Clark & Harris,Medium,Pending
2441,Criminal,Small Claims Court,Amber Hernandez,Taylor Edwards,2024-09-13,2024-10-10,13,20,27,Pending,Black Legal Solutions,High,Closed
2442,Criminal,High Court,Karen Holmes,Alyssa Morris,2022-05-05,2023-08-09,6,4,461,Pending,Carter Law,Medium,Open
2443,Criminal,Commercial Court,Kathleen Stevens,Jessica Becker,2023-10-26,2024-11-21,33,12,392,Pending,Young & Associates,Low,Pending
2444,Family,Small Claims Court,Dr. Amy Newton,Michael Arnold,2020-03-08,2021-06-27,20,26,476,Acquittal,Wilson Legal,Low,Pending
2445,Corporate,High Court,David Watson,Amanda Davis,2023-07-03,2024-05-14,11,34,316,Dismissal,Young & Associates,High,Closed
2446,Corporate,Commercial Court,Lisa Miles,Brian Lewis,2022-12-28,2024-08-28,29,5,609,Conviction,Lee & Partners,High,Open
2447,Civil,District Court,Mr. Dennis Richardson,Emily Parrish,2020-10-19,2024-05-28,25,24,1317,Pending,Carter Law,Low,Open
2448,Civil,Family Court,Ryan Gonzalez,John Tucker,2023-10-29,2024-12-28,38,16,426,Acquittal,Davis Law Firm,High,Open
2449,Family,Small Claims Court,David Avery,Erica Hansen,2022-12-31,2024-06-16,34,9,533,Dismissal,Wilson Legal,Low,Open
2450,Family,High Court,James Villarreal,Katherine Wall,2020-05-06,2021-05-07,29,5,366,Pending,Wilson Legal,Medium,Open
2451,Corporate,Small Claims Court,Brooke Brown,David Reid,2024-07-12,2024-09-11,37,33,61,Judgment for Plaintiff,Davis Law Firm,Medium,Closed
2452,Civil,District Court,Molly Henderson,Brittany Larson,2021-07-01,2023-01-12,16,17,560,Settlement,Young & Associates,Low,Open
2453,Property,District Court,Mr. Mark Mcdonald,Jason Johnson,2024-04-10,2024-11-13,8,4,217,Acquittal,Davis Legal Services,Low,Open
2454,Criminal,High Court,Brandon Morton,Tanya Gilbert,2024-03-09,2024-04-05,31,6,27,Settlement,Carter Law,Low,Open
2455,Criminal,Commercial Court,Mary Blackburn,Matthew Norris,2024-01-18,2024-11-17,15,25,304,Settlement,Young & Associates,High,Open
2456,Civil,High Court,Jean Mejia,Mark Cisneros,2023-08-26,2023-12-21,30,18,117,Conviction,Young & Associates,Medium,Pending
2457,Corporate,District Court,Becky Johnson,Alexis Adams,2023-10-02,2024-08-14,24,30,317,Conviction,Lee & Partners,Low,Pending
2458,Corporate,Family Court,Ashley Smith,Erik Robinson,2020-02-20,2024-11-18,25,30,1733,Settlement,Black Legal Solutions,Medium,Pending
2459,Criminal,High Court,Michelle Vaughn,Katie Heath,2021-11-05,2023-09-24,40,22,688,Settlement,Clark & Harris,Low,Closed
2460,Criminal,High Court,Joseph Williams,Jonathan Johnson,2020-02-18,2020-03-22,32,33,33,Acquittal,Lee & Partners,High,Open
2461,Civil,Commercial Court,Michael Lambert,Jeffrey Wiley,2021-08-08,2022-04-20,6,9,255,Conviction,Davis Legal Services,High,Closed
2462,Criminal,Commercial Court,Sarah Dominguez,Kathleen Rogers,2021-04-10,2022-11-14,28,33,583,Dismissal,Young & Associates,Medium,Pending
2463,Family,Small Claims Court,Kimberly Lee,Patrick Forbes,2023-10-13,2024-08-05,5,9,297,Acquittal,Lee & Partners,Low,Closed
2464,Property,Small Claims Court,Jay Wright,Richard Bernard,2023-07-03,2023-08-26,30,19,54,Acquittal,Carter Law,Medium,Open
2465,Family,Commercial Court,Courtney Wood,Rachel Williams,2020-05-13,2020-12-25,14,26,226,Acquittal,Black Legal Solutions,Low,Open
2466,Property,High Court,Sara Buck,Michael Lopez,2024-08-06,2024-09-28,18,34,53,Settlement,Carter Law,High,Pending
2467,Civil,High Court,Savannah Miller,Gina Mcfarland,2020-03-28,2024-06-14,26,34,1539,Acquittal,Black Legal Solutions,High,Open
2468,Family,Family Court,Kevin Myers,Suzanne Cannon,2023-02-28,2024-05-18,38,30,445,Dismissal,Davis Legal Services,Medium,Open
2469,Family,District Court,Isabel Preston,Corey Reynolds,2021-03-13,2024-11-12,32,9,1340,Dismissal,Wilson Legal,Low,Pending
2470,Property,High Court,David Peterson,Melissa Mullins,2020-07-13,2024-12-15,21,25,1616,Acquittal,Wilson Legal,Medium,Pending
2471,Family,Commercial Court,Ann Gutierrez,Elaine King,2021-11-17,2023-03-01,39,20,469,Judgment for Plaintiff,Carter Law,Medium,Open
2472,Family,District Court,Richard Gonzales,Christopher Ellis,2022-06-15,2024-01-09,13,24,573,Acquittal,Smith & Co,Medium,Pending
2473,Family,Small Claims Court,Cristian Barnes,Victoria Curry,2023-08-14,2023-09-09,35,20,26,Judgment for Plaintiff,Carter Law,Low,Pending
2474,Criminal,High Court,Janet Barron,Amanda Frank,2021-05-08,2022-11-05,31,20,546,Settlement,Davis Legal Services,Medium,Open
2475,Criminal,Small Claims Court,Jessica Calhoun,Jason Cruz,2020-05-21,2020-08-02,16,28,73,Judgment for Plaintiff,Young & Associates,High,Open
2476,Family,District Court,Elizabeth Robinson,Angela Gonzalez,2023-11-03,2024-01-20,12,1,78,Dismissal,Smith & Co,Low,Open
2477,Family,Commercial Court,Stephanie Hughes,Heather Thomas,2022-07-11,2024-01-02,24,29,540,Dismissal,Black Legal Solutions,High,Open
2478,Family,Small Claims Court,Dawn Carroll,Teresa Wilcox,2023-11-17,2024-04-25,31,16,160,Acquittal,Carter Law,Medium,Open
2479,Criminal,Commercial Court,Carmen Estrada,Mrs. Whitney Munoz MD,2020-10-12,2021-02-13,9,28,124,Judgment for Plaintiff,Davis Legal Services,Medium,Closed
2480,Civil,High Court,Elizabeth Garcia DDS,Jacqueline Hicks,2021-02-19,2023-02-12,31,1,723,Dismissal,Young & Associates,Low,Open
2481,Criminal,High Court,Mackenzie Cooper,Jonathan Mclaughlin,2020-12-07,2022-05-28,23,30,537,Pending,Black Legal Solutions,Low,Pending
2482,Corporate,Small Claims Court,Christopher Guzman,Alexandra Rodriguez,2023-04-01,2024-03-10,36,15,344,Pending,Davis Law Firm,Low,Closed
2483,Property,High Court,Natalie Carr,Cindy Watts,2024-05-08,2024-06-14,16,32,37,Settlement,Carter Law,Medium,Pending
2484,Corporate,District Court,Joseph Watson,Kenneth Wright,2024-04-04,2024-07-24,33,27,111,Conviction,Davis Law Firm,High,Open
2485,Family,Family Court,Jordan Jackson,Karen Roberts,2023-07-15,2024-03-21,33,9,250,Acquittal,Davis Law Firm,Low,Open
2486,Corporate,Small Claims Court,Steven Kline,Janet Clark,2023-06-13,2024-01-17,6,28,218,Pending,Davis Law Firm,Medium,Open
2487,Property,Family Court,Marie Barnett,Renee Riley,2022-02-09,2022-11-02,28,24,266,Conviction,Carter Law,Medium,Pending
2488,Family,Commercial Court,Linda Mendoza,Cheryl Finley,2020-07-10,2022-01-29,24,31,568,Judgment for Plaintiff,Smith & Co,Medium,Open
2489,Criminal,High Court,Russell Olson,Sherry Dominguez,2023-01-07,2024-05-22,18,2,501,Conviction,Davis Law Firm,High,Pending
2490,Property,Family Court,Alex Davidson,Judy Miller,2022-09-18,2024-01-08,13,29,477,Judgment for Plaintiff,Smith & Co,Low,Open
2491,Civil,Commercial Court,Sabrina Ramirez,Joseph Burke,2023-07-03,2024-12-29,7,17,545,Settlement,Davis Law Firm,Medium,Closed
2492,Civil,Family Court,Brittany Johnson,Ashley Taylor,2021-12-30,2024-08-12,15,29,956,Pending,Black Legal Solutions,Low,Pending
2493,Property,Family Court,Ashley Clark,Eric Medina,2022-10-22,2023-07-03,34,24,254,Pending,Clark & Harris,High,Closed
2494,Civil,High Court,Joseph Owens,James Robertson,2021-07-10,2024-08-03,17,21,1120,Judgment for Plaintiff,Davis Legal Services,Low,Pending
2495,Family,Commercial Court,Angelica Morgan,Daniel Wright,2024-06-27,2024-09-26,23,22,91,Judgment for Plaintiff,Carter Law,High,Closed
2496,Corporate,Commercial Court,Anthony Bryant,Michael Craig,2022-12-25,2023-09-05,30,15,254,Judgment for Plaintiff,Davis Law Firm,Medium,Open
2497,Criminal,District Court,Kimberly Turner,Russell Sims,2022-01-18,2024-04-18,19,3,821,Settlement,Black Legal Solutions,High,Closed
2498,Property,Family Court,Rick Rivera,Mitchell Watkins,2022-08-29,2023-04-26,24,32,240,Pending,Young & Associates,Medium,Closed
2499,Family,District Court,Michael Leblanc,Michele Moore,2021-08-16,2023-05-04,28,20,626,Settlement,Davis Legal Services,Low,Pending
2500,Family,District Court,Aaron Fisher,Tara Jordan,2021-02-17,2023-09-26,13,4,951,Conviction,Davis Law Firm,High,Open
2501,Corporate,Family Court,Emily Haynes,Daniel Blake,2020-05-14,2022-10-03,14,30,872,Settlement,Lee & Partners,High,Closed
2502,Family,Small Claims Court,Shannon Patel,Stephanie Williamson,2020-08-11,2021-01-23,23,16,165,Pending,Carter Law,High,Closed
2503,Property,High Court,Judy Wright,Justin Parker,2022-11-08,2024-05-10,28,22,549,Dismissal,Clark & Harris,Medium,Open
2504,Family,Small Claims Court,Darryl Owens,Katherine Williamson,2020-02-07,2023-10-29,11,24,1360,Judgment for Plaintiff,Davis Legal Services,Medium,Pending
2505,Civil,Commercial Court,Jane Burns,Richard Oneal,2023-05-07,2023-07-05,32,23,59,Dismissal,Smith & Co,High,Open
2506,Family,District Court,Barbara Davis,Kenneth Watts,2024-06-24,2024-11-30,31,27,159,Settlement,Lee & Partners,Medium,Closed
2507,Family,Commercial Court,Ronald Green,Danielle Carrillo,2021-02-02,2024-03-22,26,1,1144,Acquittal,Black Legal Solutions,High,Pending
2508,Property,Family Court,Bryan Marquez,Nicholas Lamb,2023-05-16,2024-04-13,18,19,333,Settlement,Davis Legal Services,Medium,Open
2509,Corporate,Commercial Court,Kelli Ho,Nathan Jones,2023-08-21,2024-12-23,27,16,490,Acquittal,Davis Law Firm,High,Pending
2510,Property,High Court,Edward Armstrong,Chad Joseph,2023-11-12,2024-08-22,19,25,284,Settlement,Wilson Legal,Medium,Closed
2511,Civil,Commercial Court,Tyler Morales,Ms. Julia Higgins MD,2022-07-15,2024-01-18,23,9,552,Conviction,Lee & Partners,Low,Closed
2512,Corporate,Commercial Court,Michael Rojas,Lauren Thompson,2022-06-02,2023-10-28,5,26,513,Pending,Smith & Co,Medium,Pending
2513,Criminal,Family Court,Mr. David Gross MD,Connie Roberts,2024-09-18,2024-10-11,29,21,23,Pending,Davis Legal Services,Low,Pending
2514,Corporate,Family Court,Michael Graham,Cynthia Williams,2020-09-30,2021-05-31,35,4,243,Acquittal,Lee & Partners,High,Pending
2515,Civil,District Court,Brett Jennings,Melissa Meyer,2021-06-21,2024-03-18,30,18,1001,Conviction,Young & Associates,Low,Closed
2516,Family,Small Claims Court,Tyler Harris,Matthew Ingram,2024-11-21,2024-12-18,30,11,27,Judgment for Plaintiff,Young & Associates,High,Closed
2517,Civil,District Court,Alexandra Ramirez,Allen Garcia,2020-04-22,2023-07-04,10,16,1168,Conviction,Wilson Legal,Low,Open
2518,Family,High Court,Nathaniel Roy,Mary Hayes,2021-07-05,2023-06-13,12,7,708,Acquittal,Davis Legal Services,High,Pending
2519,Civil,High Court,Nathan Roberts,Daniel Robertson,2020-11-27,2023-05-09,31,8,893,Acquittal,Carter Law,High,Closed
2520,Family,Small Claims Court,Colleen Thompson,Heather Sanchez,2022-05-28,2024-05-13,20,33,716,Conviction,Davis Law Firm,Low,Closed
2521,Family,District Court,Cody Reyes,Wesley Mcfarland,2021-01-07,2023-06-06,32,5,880,Acquittal,Davis Law Firm,High,Open
2522,Corporate,Commercial Court,Joanna Jackson,Kelsey Thomas,2023-11-19,2024-01-16,39,12,58,Settlement,Clark & Harris,High,Closed
2523,Family,High Court,Yolanda Hess,Jonathan Orr,2020-06-29,2023-08-27,9,15,1154,Settlement,Black Legal Solutions,Medium,Closed
2524,Corporate,High Court,Tammy Hughes DDS,William Mack,2023-05-22,2023-06-06,34,16,15,Judgment for Plaintiff,Black Legal Solutions,High,Open
2525,Criminal,High Court,Rebecca Horne,Joseph Smith,2023-05-23,2023-12-01,39,23,192,Dismissal,Wilson Legal,High,Open
2526,Family,Small Claims Court,David Cobb,Matthew Diaz,2024-09-13,2024-11-06,8,9,54,Dismissal,Carter Law,Low,Closed
2527,Criminal,District Court,Brett Wilkinson,James Bailey,2023-05-16,2024-02-29,8,5,289,Dismissal,Carter Law,Medium,Closed
2528,Family,Small Claims Court,Kaitlyn Murphy,Chad Harrington,2024-12-13,2024-12-13,17,23,0,Conviction,Davis Law Firm,High,Open
2529,Corporate,High Court,Caroline Lam,Alexandra Walton,2021-04-07,2022-04-24,7,34,382,Judgment for Plaintiff,Wilson Legal,Medium,Pending
2530,Civil,Small Claims Court,Christopher Thompson,Scott Patterson,2020-05-06,2022-11-14,18,29,922,Settlement,Lee & Partners,Low,Open
2531,Corporate,Commercial Court,David Warner,Manuel Torres,2022-07-28,2024-10-14,36,27,809,Dismissal,Davis Law Firm,Medium,Closed
2532,Family,Small Claims Court,Joshua Wright,Charles Martinez,2020-10-31,2021-12-31,21,32,426,Acquittal,Young & Associates,Medium,Closed
2533,Family,Small Claims Court,Danny Pope,Vanessa Williams,2022-06-02,2023-02-01,13,10,244,Dismissal,Lee & Partners,High,Open
2534,Family,Small Claims Court,Steven Thompson,Richard Wolf,2022-10-24,2024-07-25,12,20,640,Dismissal,Smith & Co,Medium,Open
2535,Criminal,Family Court,Wayne Stone,Brian Quinn,2020-04-25,2021-10-31,12,28,554,Acquittal,Davis Law Firm,High,Pending
2536,Civil,District Court,Brianna Rogers,Ashley Becker,2023-03-31,2024-05-30,10,30,426,Conviction,Davis Legal Services,Medium,Closed
2537,Corporate,Family Court,Clarence Atkins,Christina Arnold,2022-04-16,2022-10-24,33,5,191,Judgment for Plaintiff,Lee & Partners,Low,Pending
2538,Property,Family Court,Stacey King,Mary Garcia,2024-03-17,2024-03-27,39,19,10,Settlement,Clark & Harris,Medium,Closed
2539,Criminal,District Court,Calvin Diaz,Erin Davis,2023-10-13,2024-09-29,11,32,352,Conviction,Black Legal Solutions,High,Open
